"id","code","name","definition","level","comments","source_id/id","system"
hc_procedure.proc_not_perf_rsn_183948000,"183948000","Refused procedure - parent's wish","Refused procedure - parent's wish (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_417114007,"417114007","Refused referral to minor ailments clinic","Refused referral to minor ailments clinic (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_185754009,"185754009","Refuses diabetes monitoring","Refuses diabetes monitoring (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_183958001,"183958001","Refuses meals on wheels","Refuses meals on wheels (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_720581005,"720581005","Registration for online access to local general practice service declined","Registration for online access to local general practice service declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_716048005,"716048005","Review of advance care plan declined","Review of advance care plan declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_700411009,"700411009","Routine enquiry about domestic abuse declined","Routine enquiry about domestic abuse declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_417512003,"417512003","Selective estrogen receptor modulator declined","Selective estrogen receptor modulator declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_415523003,"415523003","Shared care prescribing declined","Shared care prescribing declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_428299008,"428299008","Sickle cell screening declined","Sickle cell screening declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_183959009,"183959009","Social Services help refused","Social Services help refused (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_415572005,"415572005","Spirometry test declined","Spirometry test declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_707745004,"707745004","Tuberculosis screening declined","Tuberculosis screening declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_698490005,"698490005","Urine dipstick test declined","Urine dipstick test declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_706890009,"706890009","Vaginal birth after previous cesarean section refused","Vaginal birth after previous cesarean section refused (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_438370008,"438370008","Vascular disease risk assessment declined","Vascular disease risk assessment declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_698483000,"698483000","Weight management advice declined","Weight management advice declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_720022007,"720022007","Shared care prescribing of drugs for dementia declined","Shared care prescribing of drugs for dementia declined (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_921000119109,"921000119109","Vaccine refused by parent","Vaccine refused by parent (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_442444001,"442444001","Referral to specialist alcohol treatment service declined by patient","Referral to specialist alcohol treatment service declined by patient (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_408567009,"408567009","CT scan brain declined","Computed tomography scan brain declined (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_416888009,"416888009","DXA scan declined","Dual X-ray absorptiometry scan declined (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_720835004,"720835004","Mammogram declined","Mammogram declined (situation) aka Mammogram refused","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_707746003,"707746003","Screening chest X-ray declined","Screening chest X-ray declined (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_699128009,"699128009","Blood transfusion declined","Blood transfusion declined (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_708129006,"708129006","Transfusion of blood product refused for religious reason","Transfusion of blood product refused for religious reason (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_165376007,"165376007","Patient refused hematology test","Patient refused hematology test (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_401084003,"401084003","Angiotensin II receptor antagonist declined","Angiotensin converting enzyme inhibitor declined (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_134397009,"134397009","Angiotensin converting enzyme inhibitor declined","Angiotensin II receptor antagonist declined (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_413559006,"413559006","Anticoagulation declined","Anticoagulation declined (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_698460003,"698460003","Antiviral therapy declined","Antiviral therapy declined (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_315023008,"315023008","Aspirin prophylaxis refused","Aspirin prophylaxis refused (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_408791003,"408791003","BCG vaccination declined","Bacillus Calmette-Guerin vaccination declined (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_315020006,"315020006","Beta blocker therapy refused","Beta blocker therapy refused (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_395176007,"395176007","Bupropion refused","Bupropion refused (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_135825007,"135825007","Calcium channel blocker declined","Calcium channel blocker declined (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_699137009,"699137009","Carvedilol therapy declined","Carvedilol therapy declined (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_407583007,"407583007","Clopidogrel declined","Clopidogrel declined (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_135814003,"135814003","Diuretic declined","Diuretic declined (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_182895007,"182895007","Drug declined by patient","Drug declined by patient (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_408778004,"408778004","Hepatitis B immunization declined","Hepatitis B immunization declined (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_438765003,"438765003","Human papillomavirus vaccination declined","Human papillomavirus vaccination declined (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_591000119102,"591000119102","Vaccine refused by patient","Vaccine refused by patient (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_315640000,"315640000","Influenza vaccination declined","Insulin declined (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_473149004,"473149004","Long acting reversible contraception declined","Long acting reversible contraception declined (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_720548009,"720548009","Meningitis B vaccination declined","Meningitis B vaccination declined (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_395703005,"395703005","Meningitis C immunization refused","Meningitis C immunization refused (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_698758004,"698758004","Nebivolol therapy refused","Nebivolol therapy refused (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_315022003,"315022003","Nicotine replacement therapy refused","Nicotine replacement therapy refused (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_135812004,"135812004","Nitrate declined","Nitrate declined (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_704047009,"704047009","Phosphodiesterase 5 inhibitor declined","Phosphodiesterase 5 inhibitor declined (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_401086001,"401086001","Pneumococcal vaccination declined","Pneumococcal vaccination declined (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_703991004,"703991004","Raloxifene therapy declined","Raloxifene therapy declined (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_134396000,"134396000","Statin declined","Statin declined (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_416522000,"416522000","Strontium ranelate declined","Strontium ranelate declined (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_703989007,"703989007","Teriparatide therapy declined","Teriparatide therapy declined (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_105480006,"105480006","Refusal of treatment by patient","Refusal of treatment by patient (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_390914001,"390914001","Thrombolytic therapy refused","Thrombolytic therapy refused (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_408795007,"408795007","Vitamin K prophylaxis declined","Vitamin K prophylaxis declined (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_134398004,"134398004","Warfarin declined","Warfarin declined (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_720544006,"720544006","Booster meningitis B vaccination declined","Booster meningitis B vaccination declined (situation)","5","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_720539004,"720539004","First meningitis B vaccination declined","First meningitis B vaccination declined (situation)","5","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_720540002,"720540002","Second meningitis B vaccination declined","Second meningitis B vaccination declined (situation)","5","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_699042003,"699042003","History taking of sexual orientation declined","History taking of sexual orientation declined (situation) aka History taking of sexual orientation refused","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_408572000,"408572000","Carotid artery doppler declined","Carotid artery doppler declined (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_183962007,"183962007","Patient non-compliant with specific advice","Patient non-compliant with specific advice (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_413310006,"413310006","Patient non-compliant - refused access to services","Patient non-compliant - refused access to services (situation)","5","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_413311005,"413311005","Patient non-compliant - refused intervention / support","Patient non-compliant - refused intervention / support (situation)","5","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_413312003,"413312003","Patient non-compliant - refused service","Patient non-compliant - refused service (situation)","5","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_721111001,"721111001","Referral to cardiologist refused","Referral to cardiologist refused (situation)","6","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_721110000,"721110000","Referral to nephrologist refused","Referral to nephrologist refused (situation)","6","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_721107007,"721107007","Referral to specialist refused","Referral to specialist refused (situation)","6","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_275936005,"275936005","Patient noncompliance - general","Patient noncompliance - general (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_183957006,"183957006","Patient refuses day hospital","Patient refuses day hospital (situation)","5","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_183960004,"183960004","Patient refuses hospital admit","Patient refuses hospital admit (situation)","5","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_703427001,"703427001","Refusal of treatment by patient against dental advice","Refusal of treatment by patient against dental advice (situation)","5","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_703427001,"703427001","Refusal of treatment by patient against dental advice","Refusal of treatment by patient against dental advice (situation)","5","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_698950001,"698950001","Influenza A virus subtype H1N1 vaccination declined","Influenza A virus subtype H1N1 vaccination declined (situation)","7","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_723061000,"723061000","Tetanus vaccination refused by patient","Tetanus vaccination refused by patient (situation) aka Tetanus vaccine declined, Tetanus vaccine refused","6","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_723062007,"723062007","Varicella zoster vaccination refused by patient","Varicella zoster vaccination refused by patient (situation) aka Varicella zoster vaccine declined, Varicella zoster vaccine refused","6","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170843004,"170843004","Allergic disorder treatment stopped","Allergic disorder treatment stopped (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_698459008,"698459008","Antidepressant drug treatment stopped","Antidepressant drug treatment stopped (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_700110004,"700110004","Bisphosphonate prophylaxis suspended","Bisphosphonate prophylaxis suspended (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170834008,"170834008","Blood disorder treatment stopped","Blood disorder treatment stopped (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170585007,"170585007","Cardiac disease treatment stopped","Cardiac disease treatment stopped (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_414120003,"414120003","ERCP not completed due to anatomical derangements from previous surgery","Ear nose and throat disease treatment stopped (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170894006,"170894006","Ear nose and throat disease treatment stopped","Endocrine disease treatment stopped (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170816009,"170816009","Endocrine disease treatment stopped","Endoscopic retrograde cholangiopancreatography not completed due to anatomical derangements from previous surgery (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170712003,"170712003","Epilepsy treatment stopped","Epilepsy treatment stopped (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170675003,"170675003","Gastrointestinal tract treatment stopped","Gastrointestinal tract treatment stopped (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170872003,"170872003","Gynecological disorder treatment stopped","Gynecological disorder treatment stopped (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170912005,"170912005","High risk treatment stopped","High risk treatment stopped (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170621009,"170621009","Home oxygen supply stopped","Home oxygen supply stopped (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_708000007,"708000007","Insulin treatment stopped","Insulin treatment stopped (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170700002,"170700002","Neurological disorder treatment stopped","Neurological disorder treatment stopped (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_397023003,"397023003","Operation not completed","Operation not completed (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170725006,"170725006","Ophthalmological treatment stopped","Ophthalmological treatment stopped (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_391021006,"391021006","Osteoporosis treatment stopped","Osteoporosis treatment stopped (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170904002,"170904002","Ostomy treatment stopped","Ostomy treatment stopped (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170687005,"170687005","Psychiatric treatment stopped","Psychiatric treatment stopped (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_168533005,"168533005","Radiotherapy stopped","Radiotherapy stopped (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170929008,"170929008","Repeat prescription treatment stopped","Repeat prescription treatment stopped (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170620005,"170620005","Respiratory disease treatment stopped","Respiratory disease treatment stopped (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170854009,"170854009","Rheumatology disorder treatment stopped","Rheumatology disorder treatment stopped (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170863006,"170863006","Skin disorder treatment stopped","Skin disorder treatment stopped (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_719857004,"719857004","Telehealth monitoring suspended","Telehealth monitoring suspended (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_268521004,"268521004","Thyroid disease treatment stopped","Thyroid disease treatment stopped (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170588009,"170588009","Treatment for hypertension stopped","Treatment for hypertension stopped (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170800007,"170800007","Treatment of obesity stopped","Treatment of obesity stopped (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170882002,"170882002","Urinary disorder treatment stopped","Urinary disorder treatment stopped (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170826002,"170826002","B12 injections stopped","Vitamin B12 injections stopped (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_180863000,"180863000","Operation abandoned","Operation abandoned (situation) aka Operation aborted, Failed operation - abandoned, Failed procedure - abandoned","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_288120003,"288120003","Operation abandoned before onset","Operation abandoned before onset (situation)","5","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_182901005,"182901005","Drug declined by patient - alternative therapy [","Drug declined by patient - alternative therapy (situation)","5","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_182902003,"182902003","Drug declined by patient - cannot pay script [","Drug declined by patient - cannot pay script (situation)","5","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_182896008,"182896008","Drug declined by patient - dislikes taste [","Drug declined by patient - dislikes taste (situation)","5","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_182898009,"182898009","Drug declined by patient - inconvenient [","Drug declined by patient - inconvenient (situation)","5","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_182900006,"182900006","Drug declined by patient - patient beliefs [","Drug declined by patient - patient beliefs (situation)","5","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_182899001,"182899001","Drug declined by patient - problem swallowing [","Drug declined by patient - problem swallowing (situation)","5","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_182903008,"182903008","Drug declined by patient - reason unknown [","Drug declined by patient - reason unknown (situation)","5","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_182897004,"182897004","Drug declined by patient - side effects [","Drug declined by patient - side effects (situation)","5","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
